gradient_model,env,seed_0,run_dir_0,condition_0,seed_1,run_dir_1,condition_1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_24.env,970025,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970025,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970125,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970125,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_25.env,970026,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970026,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970126,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970126,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_26.env,970027,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970027,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970127,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970127,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_27.env,970028,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970028,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970128,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970128,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_28.env,970029,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970029,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970129,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970129,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_29.env,970030,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970030,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970130,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970130,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_30.env,970031,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970031,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970131,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970131,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_31.env,970032,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970032,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970132,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970132,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_32.env,970033,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970033,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970133,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970133,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_33.env,970034,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970034,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970134,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970134,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_34.env,970035,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970035,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970135,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970135,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_35.env,970036,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970036,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970136,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970136,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_36.env,970037,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970037,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970137,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970137,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_37.env,970038,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970038,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970138,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970138,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_38.env,970039,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970039,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970139,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970139,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_39.env,970040,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970040,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970140,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970140,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_40.env,970041,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970041,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970141,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970141,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_41.env,970042,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970042,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970142,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970142,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_42.env,970043,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970043,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970143,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970143,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_43.env,970044,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970044,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970144,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970144,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_44.env,970045,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970045,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970145,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970145,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_45.env,970046,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970046,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970146,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970146,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_46.env,970047,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970047,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970147,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970147,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_47.env,970048,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970048,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970148,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970148,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_48.env,970049,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970049,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970149,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970149,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_49.env,970050,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970050,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970150,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970150,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_50.env,970051,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970051,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970151,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970151,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_51.env,970052,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970052,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970152,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970152,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_52.env,970053,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970053,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970153,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970153,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_53.env,970054,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970054,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970154,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970154,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_54.env,970055,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970055,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970155,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970155,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_55.env,970056,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970056,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970156,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970156,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_56.env,970057,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970057,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970157,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970157,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_57.env,970058,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970058,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970158,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970158,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_58.env,970059,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970059,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970159,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970159,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_59.env,970060,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970060,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970160,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970160,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_60.env,970061,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970061,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970161,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970161,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_61.env,970062,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970062,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970162,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970162,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_62.env,970063,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970063,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970163,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970163,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_63.env,970064,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970064,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970164,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970164,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_64.env,970065,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970065,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970165,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970165,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_65.env,970066,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970066,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970166,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970166,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_66.env,970067,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970067,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970167,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970167,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_67.env,970068,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970068,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970168,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970168,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_68.env,970069,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970069,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970169,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970169,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_69.env,970070,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970070,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970170,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970170,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_70.env,970071,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970071,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970171,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970171,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_71.env,970072,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970072,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970172,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970172,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_72.env,970073,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970073,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970173,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970173,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_73.env,970074,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970074,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970174,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970174,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_74.env,970075,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970075,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970175,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970175,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_75.env,970076,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970076,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970176,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970176,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_76.env,970077,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970077,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970177,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970177,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
1,/mnt/home/lalejini/devo_ws/Aagos/hpcc/2020-07-24--competition-evo-arch/environments/gradient/gradient_env_77.env,970078,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970078,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.003 -GRADIENT_MODEL 1,970178,/mnt/scratch/lalejini/data/aagos/2020-07-24--competition-evo-arch/SEED_970178,-CHANGE_FREQUENCY 0 -BIT_FLIP_PROB 0.1 -GRADIENT_MODEL 1
